id,ingredients,nutrition,ingredients_viewmore,saturated,sugar,sodium,energy,Protein
189,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2100kJ  Approx.672kJ Protein Approx.18.6g  Approx.6g Fat, total Approx.28.7g  Approx.9.2g – saturated Approx.4.7g  Approx.1.5g Carbohydrate Approx.37.1g  Approx.11.9g – sugars Approx.20.1g  Approx.6.4g Sodium Approx.42mg  Approx.13mg","Roasted Peanuts, Glucose Syrup, Milk Chocolate (Sugar, Cocoa Butter, Cocoa Mass, Milk Solids, Emulsifier (Soy Lecithin), Natural Flavour), Sultanas, Chicory Root Extract, Maltodextrin (from Maize), Sunflower Oil, Humectant (Glycerol), Emulsifier (Soy Lecithin), Sea Salt, Caramelised Sugar Syrup, Contains Traces of Tree Nuts, Contains Roasted Peanuts 59%, Milk Chocolate 12% and Sultanas 5%, Milk Chocolate contains average 30% Cocoa Solids and average 20% Milk Solids View more",Approx.4.7g,Approx.20.1g,Approx.42mg,Approx.2100kJ,Approx.18.6g
190,"Seeds (45%) (Sunflower, Pumpkin), Dried Fruits (31%) (Sultanas, Raisins, Sunflower Oil), Almonds","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2160kJ  Approx.649kJ Protein Approx.23.2g  Approx.7g Fat, total Approx.34.6g  Approx.10.4g – saturated Approx.4.4g  Approx.1.3g Carbohydrate Approx.24.7g  Approx.7.4g – sugars Approx.24g  Approx.7.2g Sodium <5mg  <5mg",null,Approx.4.4g,Approx.24g,<5mg,Approx.2160kJ,Approx.23.2g
191,"Full Cream Milk, Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifiers (Soy Lecithin, 476), Flavours.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2240kJ  269kJ Protein 7.5g  <1.0g Fat, total 30.4g  3.6g – saturated 18.5g  2.2g Carbohydrate 57.3g  6.9g – sugars 55.9g  6.7g Sodium 82mg  10mg",null,18.5g,55.9g,82mg,2240kJ,7.5g
192,"Milk Chocolate (60%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifiers (Soy Lecithin, 476), Natural Vanilla Flavour), Peanuts (38%), Glazing Agents (904, 1400), Milk Chocolate contains 28% Cocoa Solids and 18% Milk Solids","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2250kJ  Approx.561kJ Protein Approx.10.2g  Approx.2.6g Fat, total Approx.31.1g  Approx.7.8g – saturated Approx.13g  Approx.3.3g Carbohydrate Approx.54.2g  Approx.13.6g – sugars Approx.46.6g  Approx.11.7g Sodium Approx.62mg  Approx.16mg",null,Approx.13g,Approx.46.6g,Approx.62mg,Approx.2250kJ,Approx.10.2g
193,"Wheat Flour, Vegetable Oil, Spelt Flakes, Pumpkin Seeds, Oats, Rye Flour, Brown Sugar, Rye Flakes, Red Quinoa 2%, Salt, Onion Powder, Garlic Powder, Antioxidants (307b, Rosemary Extract), Contains: 1.5% Salt","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1900kJ  Approx.379kJ Protein Approx.10.2g  Approx.2g Fat, total Approx.23.1g  Approx.4.6g – saturated Approx.2.7g  Approx.0.5g Carbohydrate Approx.53.3g  Approx.10.7g – sugars Approx.2.8g  Approx.0.6g Sodium Approx.612mg  Approx.122mg",null,Approx.2.7g,Approx.2.8g,Approx.612mg,Approx.1900kJ,Approx.10.2g
194,"Potatoes, Canola Oil, Sunflower Oil, Salt, Antioxidants (Tocopherols, Ascorbic Acid,  Rosemary Extract, Citric Acid).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2290kJ  618kJ Protein 6.7g  1.8g Fat, total 34.9g  9.4g – saturated 2.4g  0.6g Carbohydrate 50.6g  13.7g – sugars 1.0g  0.3g Sodium 517mg  140mg",null,2.4g,1.0g,517mg,2290kJ,6.7g
195,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2314kJ  463kJ Protein 8.7g  1.7g Fat, total 34.5g  6.9g – saturated 22.8g  4.6g Carbohydrate 52.3g  10.5g – sugars 52.1g  10.4g Sodium 127mg  25mg","Milk Chocolate 45% (Sugar, Cocoa Butter, Whole Milk Powder, Skim Milk Powder, Cocoa Mass, Emulsifier: Lecithins (Soy), Flavouring: Vanillin), Interior: Whole Milk Powder, Sugar, Vegetable Fats (Shea, Palm (Sustainable and segregated certified palm oil)), Emulsifier (Lecithins) (Soy), Flavouring (Vanillin).
Total Milk Constituents: 32%. Total Cocoa Solids: 15%. View more",22.8g,52.1g,127mg,2314kJ,8.7g
196,"Corn (68%), sunflower oil - high oleic, whey powder, sugar, mineral salt (sodium chloride, potassium chloride), vegetable powders (onion & garlic), yoghurt powder, natural flavours, lactic acid, chives (0.2%), yeast extract, sour cream concentrate (0.1%), natural colour (beta carotene), pepper.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1940kJ  Approx.387kJ Protein Approx.7.1g  Approx.1.4g Fat, total Approx.19.6g  Approx.3.9g – saturated Approx.2.8g  Approx.0.6g Carbohydrate Approx.63.2g  Approx.12.6g – sugars Approx.7.4g  Approx.1.5g Sodium Approx.512mg  Approx.102mg",null,Approx.2.8g,Approx.7.4g,Approx.512mg,Approx.1940kJ,Approx.7.1g
197,"Wholegrains (86%)  [Wheat, Barley, Rye, Corn], Seeds (6%), [Canola, Linseed, Poppy, Sunflower Kernels], Vegetable Oil, Salt, Sugar, Soy.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1700kJ  394kJ Protein 12.1g  2.8g Fat, total 9.4g  2.2g – saturated 1.1g  0.3g Carbohydrate 61.9g  14.4g – sugars 1.7g  0.4g Sodium 450mg  104mg",null,1.1g,1.7g,450mg,1700kJ,12.1g
198,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1700kJ  340kJ Protein 3.3g  0.7g Fat, total 7.5g  1.5g – saturated 2.7g  0.5g Carbohydrate 80.0g  16.0g – sugars 34.8g  7.0g Sodium 410mg  82mg","White rice (41%), glucose, fructose, sugar, fruit tingles sprinkles (9%)(sugar, mineral salt [500], tapioca starch, glucose syrup, vegetable fat, acidity regulators [334, 296], thickener [1401], natural flavours, natural colours [141, 160c, 120, 160a]), vegetable fat (antioxidant [tocopherols (soy)]), glucose solids, invert syrup, humectant (glycerol), gelatin, salt, emulsifiers (472e, canola lecithin, 472a), barley malt extract, antioxidant (rosemary extract), milk solids. View more",2.7g,34.8g,410mg,1700kJ,3.3g
199,"Sugar, Roasted Coconut (20%), Vegetable Fat [Emulsifiers (Sorbitan Tristearate,  Soy  Lecithin)],  Milk  Solids, Cocoa, Emulsifier ( Soy  Lecithin), Salt, Flavours.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2270kJ  Approx.450kJ Protein Approx.4.6g  Approx.0.9g Fat, total Approx.33.1g  Approx.6.6g – saturated Approx.29.4g  Approx.5.6g Carbohydrate Approx.54.7g  Approx.10.4g – sugars Approx.54.1g  Approx.10.3g Sodium Approx.98mg  Approx.19mg",null,Approx.29.4g,Approx.54.1g,Approx.98mg,Approx.2270kJ,Approx.4.6g
200,"Confectionery        Ingredients:  Chocolate (55%) [Sugar,  Milk  Solids, Cocoa Butter, Cocoa Mass, Emulsifiers ( Soy  Lecithin, 476), Flavour], Raspberry Lollies (45%) [Sugar, Glucose Syrup, Gelatine, Thickener (Modified Starch), Food Acid (Citric), Flavour, Colour (Carmine)], Glazing Agents (414, 904). Contains Minimum 31% Cocoa Solids and 25% Milk Solids.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1900kJ  Approx.380kJ Protein Approx.6.4g  Approx.1.3g Fat, total Approx.19.2g  Approx.3.8g – saturated Approx.11.5g  Approx.2.3g Carbohydrate Approx.62.4g  Approx.12.5g – sugars Approx.48.8g  Approx.9.8g Sodium Approx.52mg  Approx.10mg",null,Approx.11.5g,Approx.48.8g,Approx.52mg,Approx.1900kJ,Approx.6.4g
201,"Rice (88%), Soy Sauce (Soy, Rice, Salt), Sugar, Yeast Extract, Dried Seaweed (0.5%), Caramelised Sugar Syrup, Salt, Natural Flavours, Vegetable Oil, Mineral Salt (Potassium Chloride), Food Acid (Citric Acid).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1620kJ  405kJ Protein 8.7g  2.2g Fat, total 1.1g  0.3g – saturated 0.2g  0.1g Carbohydrate 83.9g  21.0g – sugars 4.7g  1.2g Sodium 886mg  221mg",null,0.2g,4.7g,886mg,1620kJ,8.7g
202,"Milk Chocolate (50%), (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Vegetable Oil, Emulsifiers (Soy Lecithin, E476), Flavour), Wheat Flour, Malt Extract (From Barley), Sugar, Vegetable Oil (Contains Antioxidants (Soy Lecithin, E307b from Soy)), Salt, Baking Powder, Flavour).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2030kJ  455kJ Protein 7.0g  1.6g Fat, total 20.1g  4.5g – saturated 12.0g  2.7g Carbohydrate 67.5g  15.1g – sugars 36.8g  8.2g Sodium 208mg  47mg",null,12.0g,36.8g,208mg,2030kJ,7.0g
203,"Green Peas, Vegetable oil [with Antioxidant (Vitamin E)], Rice, Original Salt Seasoning [Sugar, Salt, Maltodextrin, Yeast Extract, Vegetable Oil, Flavour Enhacner (635), Anti-caking agent (551), Food Acid (330)], Stabiliser (170).",null,null,null,null,null,null,null
204,"Cereals (Corn, Rice), Canola Oil, Whey Powder (Milk), Maltodextrin, Cheese Powder (Barley, Milk), Salt, Flavour Enhancer (621), Hydrolysed Vegetable Protein, Yeast Extract, Mineral Salt (Potassium Chloride), Flavours, Natural Colours (Paprika Extract), Food Acid (Lactic Acid).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2090kJ  397kJ Protein 7.0g  1.3g Fat, total 23.5g  4.5g – saturated 2.0g  0.4g Carbohydrate 64.1g  12.2g – sugars 5.4g  1.0g Sodium 842mg  160mg",null,2.0g,5.4g,842mg,2090kJ,7.0g
205,"Wheat Flour, Glucose, Salt, Vegetable Oil.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1630kJ  490kJ Protein 11.3g  3.4g Fat, total 4.1g  1.2g – saturated 0.5g  0.2g Carbohydrate 72.9g  21.9g – sugars 4.5g  1.4g Sodium 1300mg  390mg",null,0.5g,4.5g,1300mg,1630kJ,11.3g
206,"Sugar (contains Sulphites), Glucose Syrup, Natural Aniseed Flavour, Natural Colour (Vegetable Carbon)","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx. 1680kJ  Approx. 421kJ Protein Approx. 0.1g  Approx. 1g Fat, total Approx. 0.1g  Approx. 1g – saturated Approx. 0.1g  Approx. 1g Carbohydrate Approx. 98.7g  Approx. 24.7g – sugars Approx. 84.5g  Approx. 21.1g Sodium Approx. 3mg  Approx. 1mg",null,Approx. 0.1g,Approx. 84.5g,Approx. 3mg,Approx. 1680kJ,Approx. 0.1g
207,"Wheat Flour, Cheese (14%), (Milk Solids, Salt), Vegetable Oil, Salt, Sugar, Malt Extract (From Barley), Yeast Extract (Contains Barley, Wheat), Spice, Flavour, Emulsifier (Soy Lecithin), Food Acids (Citric Acid, Acetic Acid), Food Colours (Carotene. Annatto), Antioxidants (E307B from Soy, E304).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1790kJ  269kJ Protein 11.0g  1.6g Fat, total 14.2g  2.1g – saturated 4.4g  0.7g Carbohydrate 61.9g  9.3g – sugars 5.1g  0.8g Sodium 1120mg  168mg",null,4.4g,5.1g,1120mg,1790kJ,11.0g
208,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2071kJ  559kJ Protein 7g  1.9g Fat, total 22.5g  6.1g – saturated 5.6g  1.5g Carbohydrate 64.7g  17.5g – sugars 23g  6.2g Sodium 160mg  43mg","BAKERY PRODUCTS WITH CHOCOLATE DROPS. Ingredients: wheat flour, sugar, sunflower seed oil, chocolate drops 13.5% (sugar, cocoa mass, cocoa butter, low fat cocoa powder, emulsifier: soy lecithin, natural vanilla flavouring), butter, glucose-fructose syrup, wheat starch, flavourings (milk), raising agents (ammonium hydrogen carbonate, sodium hydrogen carbonate), salt. May be present: tree nuts and egg. View more",5.6g,23g,160mg,2071kJ,7g
209,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1390kJ  Approx.220kJ Protein Approx.0.5g  <0.1g Fat, total Approx.3.3g  Approx.0.5g – saturated Approx.1.3g  Approx.0.2g Carbohydrate Approx.74.8g  Approx.11.7g – sugars Approx.26.2g  Approx.4.1g Sodium Approx.50mg  Approx.8mg","Maltodextrin (Corn), Concentrated Fruit Puree (21%) [Apple (15%), Pear (4%), Peach (2%)], Sugar, Soluble Corn Fibre, Modified Starch (1442), Fruit Juice Concentrates (5%) [Apple, Pineapple, Orange], Sunflower Oil ( Soy ), Plant Origin Emulsifier (471), Food Acid (Malic, Ascorbic), Natural Flavour, Vegetable Gums (410, 415), Colours (Anthocyanin, Turmeric), Vegetable Concentrate (Spirulina, Safflower). View more",Approx.1.3g,Approx.26.2g,Approx.50mg,Approx.1390kJ,Approx.0.5g
210,"Sugar, Glucose Syrup, Vegetable Fat (Contains Soy), Food Acids (330, 296, 331), Thickeners (1400, 1405, 1450), Flavours, Colours, (110, 102, 129, 132, 171, 133), Glazing Agent (903), Vegetable Oil.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1680kJ  420kJ Protein 0.0g  0.0g Fat, total 4.3g  1.1g – saturated 2.6g  <1.0g Carbohydrate 90.3g  22.6g – sugars 72.1g  18.0g Sodium 16.1mg  4mg",null,2.6g,72.1g,16.1mg,1680kJ,0.0g
211,null,null,null,null,null,null,null,null
212,"Each lozenge contains active ingredients: Menthol 7.6mg, Eucalyptus Oil 3.8mg, Sodium Ascorbate 11.249mg. Each Lozenge also contains: Sugars",null,null,null,null,null,null,null
213,null,null,null,null,null,null,null,null
214,"Potatoes, Sunflower Oil, Sugar, Salt, Yeast Extract, Buttermilk Powder (Milk), Dextrin, Sour Cream Powder (Milk), Onion Powder, Spices (Chilli, Paprika, Black Pepper), Natural Flavours, Corn Starch, Food Acid (Citric Acid), Garlic Powder, Natural Colours (Cochineal, Caramel, Paprika Extract), Maltodextrin.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2040kJ  571kJ Protein 7.9g  2.2g Fat, total 23.4g  6.5g – saturated 2.0g  0.6g Carbohydrate 59.5g  16.7g – sugars 5.2g  1.4g Sodium 687mg  192mg",null,2.0g,5.2g,687mg,2040kJ,7.9g
215,"Wheat Flour, Sugar, Cocoa Mass, Vegetable Oil (Contains Soy), Milk Solids, Cocoa Butter, Golden Syrup, Emulsifiers (Soy Lecithin, E476), Baking Powder, Salt, Flavour.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1980kJ  331kJ Protein 5.9g  1.0g Fat, total 19.2g  3.2g – saturated 11.1g  1.9g Carbohydrate 67.1g  11.2g – sugars 36.1g  6.0g Sodium 175mg  29mg",null,11.1g,36.1g,175mg,1980kJ,5.9g
216,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2230  557 Protein 7.1g  1.8g Fat, total 29.5g  7.4g – saturated 17.7g  4.4g Carbohydrate 58.9g  14.7g – sugars 57.6g  14.4g Sodium 75mg  19mg",null,17.7g,57.6g,75mg,2230,7.1g
217,"Dehydrated potato, vegetable oils, wheat starch, maltodextrin, rice flour, salt, emulsifier (471), food acids (262, 330, 296), yeast extract, flavours, flavour enhancer (635), rosemary extract.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2210kJ  550kJ Protein 5g  1.3g Fat, total 32.1g  8g – saturated 14.1g  3.5g Carbohydrate 53.7g  13.4g – sugars 0.3g  0.1g Sodium 740mg  185mg",null,14.1g,0.3g,740mg,2210kJ,5g
218,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2100kJ  525kJ Protein 6.3g  1.6g Fat, total 22.9g  5.7g – saturated 14.1g  3.5g Carbohydrate 66.1g  16.5g – sugars 55.4g  13.9g Sodium 108mg  27mg","74% MILK CHOCOLATE AND 7.5% MALT EXTRACT.
SUGAR, MILK SOLIDS, COCOA BUTTER, GLUCOSE SYRUP (SOURCES INCLUDE WHEAT), COCOA MASS, BARLEY MALT EXTRACT, VEGETABLE FAT, EMULSIFIERS (SOY LECITHIN, 492), WHEAT GLUTEN, RAISING AGENTS (501, 500), SALT, PECTIN, NATURAL FLAVOUR (VANILLA EXTRACT). View more",14.1g,55.4g,108mg,2100kJ,6.3g
219,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2140kJ  386kJ Protein 5.9g  1.1g Fat, total 23.5g  4.2g – saturated 16.5g  3.0g Carbohydrate 68.0g  12.2g – sugars 43.6g  7.8g Sodium 210mg  38mg","Milk Chocolate (39%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Vegetable Emulsifiers (322 from Soy, 476), Natural Vanilla Flavour), Wheat Flour, Creme Filling (20%) (Sugar, Hydrogenated Coconut Oil, Cocoa Powder, Dark Chocolate (Emulsifier (322 from Soy), Milk Fat), Skimmed Milk Powder, Natural Flavours, Salt, Vegetable Emulsifier (322 from Soy)), Sugar, Vegetable Fat (Palm Oil, Antioxidant (307b from Soy)), Maize Starch, Invert Syrup, Whey Powder, Natural Colours (150a, 120), Raising Agents (450, 500), Salt, Vegetable Emulsifier (322 from Soy), Natural Vanilla Flavour.
Dark Chocolate contains minimum 43% Cocoa Solids.
Milk Chocolate contains 28% Cocoa Solids and 20% Milk Solids. View more",16.5g,43.6g,210mg,2140kJ,5.9g
220,"Mango (80%), Sugar, Preservative (223).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1470kJ  735kJ Protein 2g  1.0g Fat, total 1.4g  0.7g – saturated 0.5g  0.3g Carbohydrate 79.8g  39.9g – sugars 68.3g  34.2g Sodium 147mg  74mg",null,0.5g,68.3g,147mg,1470kJ,2g
221,Walnuts.,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2877kj  863kj Protein 14.7g  4.4g Fat, total 68.2g  20.5g – saturated 5.9g  1.8g Carbohydrate 8g  2.4g – sugars 2.5g  0.8g Sodium 3mg  1mg",null,5.9g,2.5g,3mg,2877kj,14.7g
222,"Wheat Flour, Cheese Powder (Milk Solids, Cheese (Milk, Salt, Starter Culture, Enzyme), Salt, Citric Acid), Salt, Vegetable Oil, Raising Agent (Sodium Bicarbonate), Natural Flavour","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.1710kJ  Approx.171kJ Protein Approx.8.9g  Approx.0.9g Fat, total Approx.5.2g  Approx.0.5g – saturated Approx.2.3g  Approx.0.2g Carbohydrate Approx.78.5g  Approx.7.9g – sugars Approx.1.9g  Approx.0.2g Sodium Approx.578mg  Approx.58mg",null,Approx.2.3g,Approx.1.9g,Approx.578mg,Approx.1710kJ,Approx.8.9g
223,"Each lozenge contains active ingredients: Menthol 3.8mg, Eucalyptus Oil 700 micrograms, Sodium Ascorbate 16.9mg. Each Lozenge also contains: Sugars, Sodium 6.3mg",null,null,null,null,null,null,null
224,"Veggie Straws [(Vegetable - 71%) Potato, Spinach Powder, Tomato Powder, Beetroot Powder, Salt, Beta Carotene], Sunflower And Or Canola Oil, Seasoning [Milk Solids, Sugar, Maltodextrin, Vegetable Powder, Salt, Yeast Extract, Cheese Powder, Flavour, Sour Cream Powder, Herb, Acidity Regulators (330, 270, 327), Anti-Caking Agent (551), Vegetable Oil].","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2020kJ  302kJ Protein 4.3g  0.6g Fat, total 22.6g  3.4 – saturated 2.6g  0.4g Carbohydrate 66.8g  10.0g – sugars 5.1g  0.8g Sodium 785mg  118mg",null,2.6g,5.1g,785mg,2020kJ,4.3g
225,"SUGAR, MILK SOLIDS, COCOA BUTTER, COCOA MASS, GLUCOSE SYRUP (SOURCES INCLUDE WHEAT), BARLEY MALT EXTRACT, VEGETABLE FAT, EMULSIFIERS (SOY LECITHIN, 492), WHEAT GLUTEN, RAISING AGENTS (501, 500), SALT, PECTIN, NATURAL FLAVOUR (VANILLA EXTRACT).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2150  537 Protein 5.8g  1.5g Fat, total 25.3g  6.3g – saturated 15.4g  3.9g Carbohydrate 64.6g  16.1g – sugars 57.1g  14.3g Sodium 85mg  21mg",null,15.4g,57.1g,85mg,2150,5.8g
226,"Rice Flour, Rice Bran Oil, Cheese Powder 2% (contains Milk & Natural Colour (Turmeric Extract)), Salt, Sugar, Maltodextrin (from Corn), Natural Antioxidant (Vitamin E).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1774kJ  355kJ Protein 7.7g  1.5g Fat, total 7.8g  1.6g – saturated 2.5g  0.5g Carbohydrate 79.7g  15.9g – sugars 2.6g  0.5g Sodium 560mg  112mg",null,2.5g,2.6g,560mg,1774kJ,7.7g
227,"Full Cream Milk, Sugar, Cocoa Butter, Cocoa Mass, Milk Solids, Hazelnut Paste (6%), Emulsifiers (Soy Lecithin, 476), Flavours.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2290kJ  1240kJ Protein 7.3g  4.0g Fat, total 32.7g  17.7g – saturated 17.9g  9.7g Carbohydrate 55.0g  29.7g – sugars 53.5g  28.9g Sodium 81mg  44mg",null,17.9g,53.5g,81mg,2290kJ,7.3g
228,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2379kJ  464kJ Protein 8.8g  1.7g Fat, total 35.9g  7g – saturated 16.8g  3.3g Carbohydrate 53g  10.3g – sugars 43.6g  8.5g Sodium 140mg  27mg","White Chocolate (28%), (Cocoa Butter, Sugar, Skim Milk Powder, Anhydrous Milkfat, Emulsifier: Lecithins (Soy), Flavouring: (Vanillin), Vegetable Oils (Palm*, Sunflower), Sugar, Wheat Flour, Skim Milk Powder, Whole Milk powder, Hazelnuts (5%), Whey Powder, Wheat Starch, Fat-reduced Cocoa Powder, Whey Protiens, Emulsifier (Lecithins)(Soy), Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate), Flavourings, Salt. 

Total Milk Solids: 21.5%. Total Cocoa Solids: 11%. Wafer: 12%.

White chocolate contains 38% of cocoa solids and 26.5% of milk solids.

Sustainable and segregated certified palm oil. View more",16.8g,43.6g,140mg,2379kJ,8.8g
229,"Beef, Sugar, Salt, Soy Protein, Soy Sauce Powder(Wheat, Soybeans, Salt, Maltodextrin), Yeast Extract, Cultured Celery Powder, Flavourings, Acidity Regulator (Citric Acid), Natural Wood Smoke.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1200  300 Protein 46g  11.5g Fat, total 3g  Less1g – saturated 1.2g  Less1g Carbohydrate 18g  4.5g – sugars 18g  4.5g Sodium 1960mg  490mg",null,1.2g,18g,1960mg,1200,46g
230,"Milk Chocolate (85%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifiers (Soy Lecithin, 476), Natural Vanilla Flavour), Almond (14%), Glazing Agents (904, 1400), Milk Chocolate contains 28% Cocoa Solids and 18% Milk Solids","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2170kJ  Approx.544kJ Protein Approx.6.8g  Approx.1.7g Fat, total Approx.28.4g  Approx.7.1g – saturated Approx.14.7g  Approx.3.7g Carbohydrate Approx.59.3g  Approx.14.8g – sugars Approx.57.5g  Approx.14.4g Sodium Approx.61mg  Approx.15mg",null,Approx.14.7g,Approx.57.5g,Approx.61mg,Approx.2170kJ,Approx.6.8g
231,null,Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2290kJ Protein 6.7g saturated 2.4g sugars 1.0g Sodium 556mg,"Potatoes, Canola Oil Sunflower Oil Salt, Antioxidants (Tocopherols, Ascorbic Acid, Rosemary Extract, Citric Acid).
",2.4g,1.0g,556mg,2290kJ,6.7g
232,"Each Lozenge Contains      Active  Ingredients  :     Menthol 12mg, Eucalyptus Oil 3mg, Sodium Ascorbate 11.24mg  (Equiv To Vitamin C 10mg).      Also Contains: Sugars. Vitamins Can Only Be of Assistance If the Dietary Vitamin Intake is Inadequate.",null,null,null,null,null,null,null
233,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy :1730kJ, :1690kJ, :1720kJ  :380kJ,:370kJ,:380kJ Protein :3.4g, :3.8g, :4.6g  :0.7g, :0.8g,:1.0g Fat, total :8.8g, :8.0g, :9.7g  :1.9g, :1.8g, :2.1g – saturated :3.1g, :3.5g, :5.7g  :0.7g, :0.8g, :1.3g Carbohydrate :79.0g, :77.7g, :74.9g  :17.4g, :17.1g, :16.5g – sugars :32.3g, :35.9g, :34.5g  :7.1g, :7.9g, :7.6g Sodium :310mg, :250mg, :230mg  :68mg, :55mg, :50mg","Rice (41 %)(rice, sugar, salt, barley malt extract, emulsifier [soy lecithin], rosemary extract), glucose, fructose, vegetable oils (antioxidant [tocopherols]), sugar, glucose solids, sprinkles (5%)(sugar, rice flour, vegetable fat, thickener [413], natural colours [120,163,171], spirulina & apple concentrate), invert syrup, humectant (glycerol), gelatin, natural flavour, salt, emulsifiers (472e, 472a), milk solids. rosemary extract. ",3.1g,32.3g,310mg,1730kJ,3.4g
234,"Milk Chocolate 68% (Sugar, Cocoa Mass, Milk Solids, Cocoa Butter, Vegetable Fat, Emulsifier (Soy Lecithin), Salt, Flavour), Sugar, Starch (Sources Include Wheat), Glucose Syrup (Sources Include Wheat), Vegetable Gum (414), Colours (171, 129, 133, 110, 102), Thickener (Dextrin), Glazing Agent (903).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2020kJ  505kJ Protein 4.7g  1.2g Fat, total 19.3g  4.8g – saturated 11.9g  3.0g Carbohydrate 70.4g  17.6g – sugars 65.9g  16.5g Sodium 61mg  15mg",null,11.9g,65.9g,61mg,2020kJ,4.7g
235,"Almonds (40%), Cashews (40%), Walnuts (20%).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2601kJ  780kJ Protein 18.1g  5.4g Fat, total 53.5g  16.0g – saturated 6.6g  2.0g Carbohydrate 15.7g  4.7g – sugars 4.6g  1.4g Sodium 6mg  2mg",null,6.6g,4.6g,6mg,2601kJ,18.1g
236,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2274kJ  Approx.477kJ Protein Approx.10g  Approx.2.1g Fat, total Approx.34.8g  Approx.7.3g – saturated Approx.19.9g  Approx.4.2g Carbohydrate Approx.47.9g  Approx.10.1g – sugars Approx.41.3g  Approx.8.7g Sodium Approx.110mg  Approx.23mg","Milk Chocolate 39% (Sugar, Cocoa Mass, Cocoa Butter, Whole Milk Powder, Skimmed Milk Powder, Emulsifier Soy Lecithins), Hazelnuts 27% in the Cream Filling, Sugar, Coconut Oil, Whey Powder (Milk), Wheat Flour, Skimmed Milk Powder, Barley Malt Extract, Cream Powder (Milk), Fat-Reduced Cocoa, Emulsifier Soy Lecithins, Raising Agents (Sodium Hydrogen Carbonate, Disodium Diphosphate), Salt, Soy Flour, Bourbon Vanilla Pods, Spices View more",Approx.19.9g,Approx.41.3g,Approx.110mg,Approx.2274kJ,Approx.10g
237,"Reconstitured Fruit Juice (65%) Apple(62%), Raspberry (3%) or Mango (3%), or Lemon (3 %) or Grape  (3%)or Orange  (3%), Glucose Syrup, Sugar, Beef Gelatin, Fruit Acids ( Malic Acid  Citrus Acid), Gelling Agent ( Pectin) Natural Flavours, Vegetable juice (Black Carrot) Natural Colours ( 100, 141,160c,163) Glacing Agent ( Vegetable Oil), Camauba Wax, Bees Wax.",null,null,null,null,null,null,null
